title,blurp,text,url,imgrul
HK government tech lab launches V-OS Cloud Authentication solution			,Article has not blurp,"Despite the havoc that the COVID-19 pandemic is wreaking on firm across the globe, the incubatees at Hong Kong’s Smart Government Innovation Lab have been able to sustain their release of solutions.Recently, another one of its supported firms developed a solution that is now ready to be acquired by other firms, government agencies and academic institutions.Solution descriptionThe The tech follows the procedure of operation detailed below:Application AreasThe solution can be applied in the areas of Broadcasting, City Management, Climate and Weather, Commerce and Industry, Development, Education, Employment and Labour, Environment, Finance, Food, Health, Housing, Infrastructure, Law and Security, Population, Recreation and Culture, Social Welfare as well as Transport.Technologies UsedThe solution employs the latest Mobile Technologies.Use CaseCloud authentication technology One Key verticals like banking and financial, healthcare and manufacturing sectors are witnessing a surge in demand for cloud-based solutions, owing to features like remote data storage capabilities and provisioning of privileges for hosted applications.This crisis has derailed the economy of Asian countries to a certain extent. Governments in these countries, therefore, are encouraging the adoption of advanced digital capabilities amongst small and medium-sized enterprises (SMEs) and large enterprises.For example, the Infocomm Media Development Authority of Singapore (IMDA) has introduced GoCloud to support SMEs when migrating from legacy software development procedures and architectures to cloud-based applications delivered as cloud-native applications or services. This will help businesses to perform effectively during the pandemic, in addition to supporting the economy of the country.Cloud service providers are also witnessing a surge in the adoption of cloud-based communication and collaboration tools through a rise in audio conference calls, video collaboration solutions and virtual schooling.During the pandemic, the majority of organisations are providing a work from home facility to employees in countries such as India, Singapore, Australia, Hong Kong and New Zealand.There is a high demand for software-as-a-service (SaaS) based offerings from enterprises, specifically for teleworking and remote conferencing. Low staff presence to monitor local servers or data centres has compelled them to opt for public cloud offerings.The benefits of cloud services align directly with broader enterprise strategies like new product and services developments, resulting in the creation of new revenue streams and adopt an agile transformation model to align their operations as per changing business requirements.About the Smart Government Innovation LabIn 2018, the Government established the Smart Government Innovation Lab to explore hi-tech products such as AI and relevant technologies, including machine learning, big data analytics, cognitive systems and intelligent agent, as well as blockchain and robotics from firms, especially local start-ups.The Lab is always on the lookout for innovation and technology (I&T) solutions that are conducive to enhancing public services or their operational effectiveness.I&T suppliers are encouraged to regularly visit the Lab’s website to check on the current business and operational needs in public service delivery and propose innovative solutions or product suggestions to address them.",https://opengovasia.com/hk-government-tech-lab-launches-v-os-cloud-authentication-solution/,http://opengovasia.com/wp-content/uploads/2020/06/Article_10-June-2020_1-HK-1.jpg
WA government and Austmine launch digital mining export hub			,Article has not blurp,"The Western Australian Mines and Petroleum Minister officially launched the inaugural Austmine WA METS Digital Mining Export Hub in Port Hedland on 4 September 2020. The Hub putting Western Australia’s Mining Equipment, Technology and Services sector in the spotlight.The The virtual hub aims to initially provide services in Port Hedland, Karratha, Newman, Kalgoorlie and Bunbury. METS businesses are a vital part of the resource sector supply chain and contributed an estimated $27 billion to the WA economy in 2018-19.The WA Government has committed $350,000 and in-kind support worth $50,000, through Invest and Trade WA, to establish this initiative.  The Mines and Petroleum Minister stated that the launch of Austmine’s WA METS Digital Mining Export Hub is ground-breaking for the local METS sector and a fantastic result for Western Australia.He noted that Western Australia’s mining technology is world-leading, and the hub will enable these local companies to provide their services across the globe. The export hub will not only be vital in supporting the State’s recovery, post-COVID-19 but will also be a boost to jobs and in the state’s local economies.The Pilbara MLA stated that the establishment of the Hub was an exciting announcement for mining, equipment, technology and services companies in the Pilbara region. There’s no better time than now to identify new export opportunities for the sector, and use Western Australia’s digital capability to strengthen our economy.WA is the world’s top mining destinationAccording to The Australian state, which is home to almost 130 export-oriented mining projects and hundreds of smaller quarries and mines producing over 50 different commodities, had ranked second in 2018. In August 2020, the Premier of Western Australia and the Mines and Petroleum Minister The investment, which forms part of the WA Recovery Plan, will boost exploration opportunities and provide next-generation geoscience information for Western Australia’s resources sector. The EIS supports five high-level programs, including the successful co-funded drilling program, which offers up to a 50% refund for innovative drilling in under-explored areas in WA. The additional $5 million will increase funding for the EIS to $15 million in 2020-21, resulting in an extra $3 million which is available across the next two co-funded drilling rounds.The funding will accelerate the acquisition of airborne electromagnetic data from the southern half of the State, which is testing for the presence of critical battery minerals (such as nickel) and water. Curtin University, in Bentley, has a 27-year-old ion microprobe that previously provided valuable data about the timing of mineralising events, but it is no longer fully operational.State funding of $3.2 million will enable Curtin to secure $5 million in Commonwealth funding to purchase a new CAMECA-1300 Ion Microprobe, which will be an Australian first. In addition to its geoscience applications, the instrument will be used to support the Australian Space Agency’s interest in increasing Australian participation in international deep space sample return missions.The Premier noted that the flow-on effect from this additional investment in exploration and technology will result in drilling companies deploying more rigs and workers, and lead to new resource discoveries.”The Mines and Petroleum Minister had said that the new ion microprobe instrument is next-generation, it will be an Australian-first and one of only five in the world. It will revolutionise their understanding of how and when Western Australia’s key mineral deposits formed.The resources industry is already a world-leader in technology and research; having access to the Ion Microprobe will provide the State with a unique technological advantage to discover the next generation of resources. Interestingly, the Ion Microprobe has potential applications well beyond the resources sector, such as understanding the formation of our solar system.",https://opengovasia.com/wa-govt-and-austmine-launch-digital-mining-export-hub/,http://opengovasia.com/wp-content/uploads/2020/09/Article_4-Sept-2020_3-Aus.jpg
"DOT, DTI empowers Philippine MSMEs through online platforms and webinars			",Article has not blurp,"The goal of the Philippine Harvest e-commerce site of the Department Of Tourism is a contactless farm-to-market experience that promotes local farmers and micro, small and medium enterprises. In this new normal, Tourism Secretary Bernadette Romulo-Puyat urges the public that it is best to utilise the advancements there is today using the internet by visiting phharvestdot.com.The Philippines is rich in agricultural lands thus the abundant harvests. However, without a proper systematized way of the distribution of the goods, most of them go to waste. In a survey, over 2,000 tons of food are thrown away every single day just in Metro Manila, even though one in three Filipinos lives below the poverty line. This is indeed a global problem not only happening in the country.To prevent food waste, the creation of the said portal was even pushed to materialize. This is a sustainable solution that even the Department of Trade and Industry also believes in as they successfully launched a platform that does just that called “Go Lokal!”.Powered and supported by an IT solutions company, the portal guarantees an easy online shopping and an elevated dining experience in every household as it promises fast and reliable delivery from merchants that deliver the food fresh and clean right onto doorsteps.The platform gives a unique privilege to all partner-merchants. They will gain proper access to business tools available and respective accounts for order tracking, inventory management, product catalogues and links to their social media sites, etc.The aim of “Go Lokal” is to also empower Micro, Small and Medium Enterprises in the country that sells not only fresh produce but other locally manufactured goods. Interested buyers need to visit the site https://www.shopinas.com/go-lokal and are assured a convenient, practical and virus transmission-free transactions.In a recent study, the country’s economy had shrunk due to weaker remittances, prolonged, stringent domestic lockdown and soft foreign demand. Experts see the GDP falling 6.1% this year, which is down 2.2 percentage points from last months forecast. Next year, it is projected to accelerate by 7.5%.The sudden drop of the economy in the Philippines pushes government agencies like DTI and DOT to provide opportunities to MSMEs through substantial webinars and the creation of effective online platforms. The buy local, go local concept revolves around the message for citizens to give preference to the products of Philippine MSMEs at this time of pandemic to contribute to the improvement of the economy.The Senate and House Of Representatives, under the Bayanihan Bill 2, recognises the tourism sector as key in their efforts of ensuring the survival of the 99.9% of 144,640 MSMEs with businesses ranging from accommodation to food services based on the 2018 data from the Philippine Statistics Authority (PSA). In a recent statement by DOT, they expressed their gratitude to the Bicameral Conference Committee for approving an allocation of PHP 10 billion (US$ 206 million) for the tourism industry under the Bayanihan To Recover As One or the Bayanihan Bill 2.Meanwhile, the Department of Trade and Industry organised free webinars for MSMEs. In Laguna, they conducted a web-based training on Retail Management in the local “Negosyo” (Business) Centre. The interaction was also aired via Facebook Live to address a wider audience. The free webinar is part of the SME Roving Academy which promotes the continuance of learning among MSMEs to become competitive in domestic and international markets amid the health crisis.",https://opengovasia.com/dot-dti-empowers-philippine-msmes-through-online-platforms-and-webinars/,http://opengovasia.com/wp-content/uploads/2020/09/4_Sept_2020_2-Ph-Revised-Version.jpg
MDEC partners to advance digitalisation			,Article has not blurp,"The Malaysia Digital Economy Corporation (MDEC) recently signed a memorandum of understanding (MoU) with an multinational financial services corporation to advance digitalisation in the economy and support digital initiatives outlined in the government’s new PENJANA economic recovery plan.MDEC, an agency under the Ministry of Communications and Multimedia Malaysia (KKMM), stated that The Deputy Minister of Communications and Multimedia Malaysia stated that the MoU between the financial firm and MDEC, the lead agency in driving the nation’s digital economy initiatives, brings a truly dynamic synergy that will see the sharing of best practices and knowledge-sharing between both parties to enable the economy’s digital transformation and fuel business growth in Malaysia.KKMM and MDEC aspire to firmly establish Malaysia as the Heart of Digital ASEAN and reinforce its regional digital powerhouse role that engages global champions by ensuring the digital economy will drive shared prosperity for all Malaysians as well as the region.The industry partners of both parties will be supported in the rollout of the financial firm’s payments and business technologies such as like the firm’s proprietary Payment Gateway Services, Kionect microcredit platform, and Tap-on-Phone Contactless Technology and Simplify Commerce.The Chairman of MDEC noted that the challenges faced by the businesses this year have demonstrated to the government that achieving sustainable and inclusive growth requires a proactive public-private sector collaboration for trade and commerce to continue to flourish in the global scene.Moreover, digitalisation is key and will continue to be a major factor for Malaysians to embrace living and working in an era that engages the 4The Chief Executive Officer of MDEC commented that by working with financial giant and drawing on their expertise in developing vast electronic payment infrastructure, the government looks forward to tackling a range of pressing economic and social issues through technologies that better connect individuals, communities, and businesses to become digitally-skilled Malaysians and digitally-powered businesses of all sizes across the country.Both partners will leverage on each other’s programs such as the firm’s global mentorship programs and signature Girls4Tech STEM curriculum to promote digital and financial literacy for vulnerable groups, such as underprivileged women and girls, and women-led enterprises.These are areas that are also being championed by MDEC through its various existing programs such as digital talent development, empowering women in cyber risk management, online eCommerce services with Perkhidmatan e-dagang setempat (PeDas), eUsahawan (entrepreneurship) and eRezeki (sustenance) initiatives.MDEC will now be a corporate member of StartPath, Mastercard’s global initiative that supports innovative early-stage companies, to enable Malaysian Islamic FinTechs to grow and expand.The Country Manager for Malaysia and Brunei at the financial services firm stated that the work that MDEC does is line with the company’s aims to advance digital technologies to create opportunity, expand inclusivity, and drive profitable entrepreneurship.The Malaysian government has laid out ambitious goals for moving the country forward and create a smart, informed community—both out of the pandemic and beyond—and the firm is committed to supporting this pursuit of progress by working with the MDEC to deploy the most secure, efficient, and versatile payment technologies in the world.In 2017, the firm partnered with Cyberview and the Malaysian Global Innovation & Creativity Centre (MaGIC) to transform Cyberjaya as a Smart City with a focus on cashless initiatives and now look forward to continuing this digital innovation endeavour through MDEC on a nationwide scale.",https://opengovasia.com/mdec-partners-to-advance-digitalisation/,http://opengovasia.com/wp-content/uploads/2020/09/Article_4-Sept-2020_2-Malaysia.jpg
Vietnam to issue rules on terrestrial mobile communication terminal devices			,Article has not blurp,"The Ministry of Information and Communications (MIC) last week held a webinar to assess the impacts of a draft circular on the According to the representative of the MIC’s Information Technology Department, the building of national technical regulations on terminal devices of terrestrial mobile communication is one of the breakthrough solutions to spur domestic business and manufacturing activities. The draft circular includes the requirement that terminal devices of terrestrial mobile communication must be integrated with 4G.The building of the draft draws on lessons from a range of other countries including Singapore, where terminal device manufacturers and suppliers must ensure their support of IMT-2000 technology, which are 3G and LTE-Advanced (4G).Addressing the event, Phan Tam, the Deputy Minister of Information and Communications, explained that technology changes constantly, especially mobile communication. Globally, some countries have deployed 5G, and Vietnam is among the pioneers. Vietnam, agencies, and businesses related to terminal device manufacturing and trading and mobile operations are not exempt from this trend. The government’s goals for national digital transformation cannot be realised on 2G, he noted.The deputy minister asked agencies and businesses to discuss measures and solutions to accelerate the transformation in a way that minimises impacts on businesses and locals. Currently, the draft circular is available for comments on the MIC portal.The trend of online applications has been blossoming, especially in the COVID-19 landscape. Additionally, the government’s Decision No.749/QD-TTg dated 3 June on the approval of the national digital transformation program by 2025 with a vision to 2030 creates the foundation for digital transformation in digital infrastructure development:At present, Vietnam has six mobile telecommunications service providers with over 129 million subscribers. 2G, 3G, and 4G are available, and 5G will be commercialised soon.Addressing the webinar, some mobile telecommunications service providers recommended that it is time to consider turning off 2G, maybe by 2025. 4G will bring about more values but needs time to develop services. However, the extension of 2G will facilitate businesses and associations of transportation businesses because over one million automobiles are equipped with 2G-based cruise control devices, in addition to many fishing boats.MIC recently announced that the In the White Book, the first section will provide an overview of the ICT development in Vietnam and the world during the year, the message by the MIC Minister, along with the highlights and ranking of the country’s ICT sector in the world.It will also include articles on the importance of the national digital transformation program to national socio-economic development, as well as orientations for IT and telecommunication development.The second section will feature data about the top 20 localities in IT revenue, the number of their IT businesses and workers, and the top 20 IT enterprises in terms of revenue, workforce, and contribution to the state budget. The last section will be reserved for introducing ICT agencies and organisations.",https://opengovasia.com/vietnam-to-issue-rules-on-terrestrial-mobile-communication-terminal-devices/,http://opengovasia.com/wp-content/uploads/2020/09/Article-Samaya_September-3-1.jpg
Digital asset exchanges essential for Malaysia 5.0			,Article has not blurp,"The Malaysia Digital Economy Corporation (MDEC) has been known for its primary task to manage and lead Malaysia’s digital economy forward. As MDEC is positioned to ramp up the Malaysia 5.0, a concept that will work towards and contribute to a more sustainable and circular economy.This will be done via the development of a national-level digital ecosystem with a unified alliance of stakeholders, both from within government and across the private sector that will enable business and societal migration onto the digital age.Malaysia 5.0 directly addresses financial inclusion, access, performance and growth through the Fourth Industrial Revolution (“4IR”) tools, such as fintech, blockchain and artificial intelligence. These digital initiatives and hubs will emerge as core components for next-gen infrastructure of every country. They will be the ones facilitating the interoperability of goods and services that are flowing through them with interconnectivity between various market sectors.Digital asset exchanges will play an important role as they offer participants the ability to monetise their activities over digital infrastructure, essentially serving as the capital markets for Malaysia 5.0.These digital exchanges are, primarily, dynamic asset conversion facilities that will bridge current legacy marketplaces with new e-marketplaces. More importantly, they ensure both platforms can co-exist for the foreseeable future.Challenges that businesses face currently include the inability to deploy capital and move assets seamlessly between legacy platforms. This is a historic problem for exchanges that persisted since their inception as floor-based marketplaces and are still present even after legacy platforms moved over to electronic trading. As legacy systems were still operating as stand-alone pools of liquidity, interoperability between newer and older systems are difficult to manage, expensive and only possible via multiple intermediaries.The advent change for digital exchanges will reduce redundancies in capital markets and even provide enhanced liquidity and transparency. As is, legacy exchanges work well for blue-chip companies, in the same way, banks function as efficient lenders for the larger multi-national corporations. However, for start-ups and small- and medium-sized enterprises (SMEs), these options carry massive costs and overhead expenses.As for the future of exchanges, it will combine digital and traditional assets in ways that can potentially change the decades-old exchange model. The impact of such changes will be dramatic, especially for start-ups and SMEs. Tokenisation and blockchain-based solutions will revolutionise the ability of smaller companies to raise capital as it makes the process more streamlined and cost-effective.For MDEC, as the primary digital change agency, its role focuses on supporting and managing such transformational shifts. The need for robust institutional-grade digital asset exchanges in trusted environments is, now, greater than ever. This trend is already starting to happen in regulated environments as opposed to the ‘Crypto Wild West’.Globally, digital asset exchanges represent a huge opportunity – the Southeast Asia region included. The market for digital assets has evolved substantially as security tokens started to gain more traction with institutional investors.  A survey conducted by the World Economic Forum already predicted how 10% of the world’s GDP will be stored on blockchain technology by 2027. This is an equivalent of US$24 trillion in financial assets.Undoubtedly, Malaysia 5.0 is the golden opportunity to position the country into the heart of Digital ASEAN. The potential for early adopter countries, especially those that are taking the lead, is further facilitated as round-the-clock transactions become easier, cheaper and more secure while expanding its global reach.",https://opengovasia.com/digital-asset-exchanges-essential-for-malaysia-5-0/,http://opengovasia.com/wp-content/uploads/2020/09/Article_2-Sept-2020_2-Malaysia.jpg
Singapore’s Immigration & Checkpoints Authority is transforming its service delivery			,Article has not blurp,"From 1 September 2020, Singapore Citizens and Permanent Residents with registered SingPass accounts will start receiving digital push notifications from the Immigration & Checkpoints Authority (ICA) on Identity Card (IC) and passport-related matters.These notifications will be sent either to their SingPass Mobile application or as an SMS to the mobile number registered in their SingPass account.Currently, Singapore residents receive hardcopy letters and/or email notifications from ICA on IC and passport-related matters. For example, Singaporeans receive a hardcopy letter nine months before their passport’s expiry, that informs them about the impending expiration of their passport and the process for applying for a new passport.Singaporeans who have successfully applied for their passport also receive hardcopy notification cards to alert them that their passport is ready for collection. Hardcopy letters are also sent to Singapore residents two weeks before their 30th or 55th birthday, to remind them to re-register their IC.Singapore residents can also login to MyICA (www.ica.gov.sg) to access IC and passport notifications and check on the status of related transactions.New Digital Push Notification ServiceICA has partnered GovTech to launch a new digital service to push notifications on IC and passport-related matters to Singapore residents with registered SingPass accounts.These notifications will be sent via their SingPass Mobile application for those who have downloaded it or as an SMS to the mobile number registered in their SingPass account. As such, Singapore residents should ensure that their contact details in SingPass are updated, to be able to receive these digital push notifications.Upon receiving the digital push notifications, Singapore residents can click on the link within to be directed to the ICA website to begin their transactions or check on the outcome of their applications.Singapore residents who do not have a SingPass account will continue to receive hardcopy letters or emails if they have registered an email address with ICA.More digital push notification services for ICA’s other products and services will be progressively rolled out. This initiative is part of ICA’s commitment to transform its service delivery, through greater use of digital technology, to provide a seamless and fuss-free experience for customers.",https://opengovasia.com/singapores-immigration-checkpoints-authority-is-transforming-its-service-delivery/,http://opengovasia.com/wp-content/uploads/2018/09/5ab1eda54fa89eca450aa61b_singapore-thailand-singtel-mobile-wallets-1.jpg
HKBU rolls out COVID-19 alert system			,Article has not blurp,"Researchers from Hong Kong Baptist University (HKBU) have developed a COVID-19 alert system that will send a message to users through a mobile app if they and an infected person have visited the same place within a period that gives rise to risks of exposure.The system will not collect users’ personal information and location data, thereby protecting individuals’ privacy while alerting them on disease transmission risks associated with confirmed infection cases.HKBU plans to launch a trial run of the system on campus in the new semester to enhance COVID-19 risks alert capability inside campus venues and during teaching and learning activities. Staff and students can join the trial voluntarily.Developed by a research team led by the Associate Head and Professor of the Department of Computer Science at HKBU, By taking a decentralised design approach, the system, which has been developed in four months, will not collect any personal information and location data. It is a safe and reliable system that uses the latest cryptographic technology to protect users’ privacy. It also includes a mechanism that prevents users from falsely claiming that they are one of the contacts of a confirmed case.Under the venue-to-person tracing mode, when users scan the QR code before entering the venue, the venue information and the time of visit will be saved onto their mobiles. If a user tests positive for the virus, he will receive a password to log on to the system, which will then broadcast the information, including the venues he has visited and the visiting times in the past 14 days, to all users’ mobiles.The system will send an alert to the users through their mobile phones if they and the infected user have visited the same place in the same period in the past two weeks. This will enable users to take appropriate action, including virus tests.The person-to-person tracing mode is supported by Bluetooth Low Energy, a wireless communication technology. If two users stay within two meters of each other for a certain period, their mobile phones will exchange an anonymous code via Bluetooth and then save it in the respective phone’s database. The anonymous code associated with each user’s mobile phone will change regularly.If a user tests positive for the virus, the other users’ mobile phones will receive the codes broadcast by the infected user’s mobile phone over the past two weeks. By comparing the codes in the database of the mobile phone, the system can assess the risk for each user that came into contact with the infected person, and set off the alarm if necessary.Users’ privacy is well protected because all the information is stored on an individual’s mobile phone. HKBU plans to launch a trial run of the venue-to-person tracing mode of the alert system on campus. The experience of launching the system, including the lessons learned throughout the technological development process and in terms of encouraging members of the University and visitors to use the system, will help the Government and relevant organisations combat the pandemic.The Vice-President (Research and Development) of HKBU stated since the early stages of the pandemic, HKBU has been boosting various research projects related to the virus research projects and the development of this alert system is one of the results.The system can effectively warn people who have been in contact with a confirmed case, but it does not collect personal information. It strikes a balance between disease prevention and privacy protection.As the global pandemic is not yet at its end, the team will make efforts to collaborate with the Government and the relevant departments to help society by transferring the University’s research and contributing to the fight against the pandemic in Hong Kong.CEM tech is a mustThe COVID-19 pandemic has drawn attention to the urgent need for better crisis management technologies. According to Everbridge, an effective Critical Event Management program and strategy is an integrated, end-to-end process that enables organisations to significantly speed up responses to critical events and improve outcomes by mitigating or eliminating the impact of a threat.This CEM system would mean that business continuity, disaster recovery, active assailant, emergency response, natural disaster, IT incident risk management, and mass notification would all be rolled up into an easy-to-execute, strategic plan with long-term benefits.In May 2020, Everbridge hosted Coronavirus: the Road to Recovery on May 20The event gathered nearly 20 executive speakers from major multinational organisations. Speakers addressed the needs of executive-level decision-makers in areas related to security, operations, risk, human resources, clinical operations, emergency management, and supply chain.",https://opengovasia.com/hkbu-rolls-out-covid-19-alert-system/,http://opengovasia.com/wp-content/uploads/2020/09/Article_31-Aug-2020_1-HK-CEM.jpg
"Cordillera, Philippine goes online to strengthen disaster resilience			",Article has not blurp,"The Cordillera Regional Disaster Risk Reduction and Management Council (CRDRRMC) is engaging with local DRRM stakeholders for the second year of the The Office of Civil Defense (OCD) in the Cordillera Administrative Region (CAR) in 2019 led the conduct of Provincial DRRM Caravans in the region, which served as a platform for the Regional and the Provincial DRRM Councils to interface and discuss important matters pertaining to the implementation of various DRRM-related programs and activities. It also enabled CRDRRMC to update stakeholders on the programs, projects, and activities being implemented in the region.This year, in embracing the “new and better normal” resulting from the COVID-19 pandemic, OCD-CAR led the first of two-scheduled Cordillera Virtual Resilience Caravan on 25 August. Provincial and municipal DRRM officers from 42 local government units (LGUs) in the provinces of Apayao, Benguet, Kalinga, and Ifugao participated.At the event, the OCD Director for Policy Development and Planning Service Tecson, John Lim, gave updates on the move to create a Department of Disaster Resilience and on the Accredited Community Disaster Volunteers initiative.At the regional level, a representative of the OCD-CAR Operations Section provided updates on COVID-19 responses in the region. Representatives from the regional offices of the Bureau of Local Government Finance, National Economic Development Authority, and Department of the Interior and Local Government presented status reports on the Bayanihan and Local DRRM funds, the Cordillera Rehabilitation and Recovery Plan for COVID-19, and the preparedness initiative for hydromet hazards, respectively.The CRDRRMC Chair and OCD-CAR Regional Director Albert Mogol outlined the importance of the activity, which is to impart relevant information, strengthen harmony, and intensify convergence among all stakeholders from the national and regional levels to local DRRM stakeholders.In response, the Kalinga Provincial DRRM Chairperson Governor lauded OCD-CAR and the CRDRRMC for spearheading the initiative, which is important for sharing knowledge, experiences, and good practices, as well as for the exchange of ideas and analysis that will help ensure a maximum level of preparedness through the harmonisation of strategies and approaches.He also assured that the Kalinga provincial government and DRRM Office will do their part as it embraces the new normal and in preparedness and response for possible hazards that the rainy season may bring.The National DRRM Council Executive Director and OCD National Administrator USEC, Ricardo Jalad, in a video message, commended OCD-CAR, the CRDRRMC, Cordillera LGUs, and other partners in pushing for a safer, adaptive, and disaster-resilient Cordillera as the danger posed by the COVID pandemic can further be aggravated by other natural hazards.The second Regional Resilience Caravan is set on 1 September to be joined by DRRM stakeholders in 40 LGUs from the provinces of Abra and Mountain Province and Baguio City.The government recently developed a digital contract tracing application ‘StaySafe.PH’ for Angeles City residents. The application collates information on the users’ health condition, obtained through a 300-metre radius scan.As OpenGov Critical event management has come to the fore with the pandemic. Forecasting, planning and management of such events help organisations prevent disruption of life and damage to property.Everbridge Critical Event Management ",https://opengovasia.com/cordillera-philippine-goes-online-to-strengthen-disaster-resilience/,http://opengovasia.com/wp-content/uploads/2020/08/Phil-Disaster-e1598838615895.jpg
An intelligence-driven SOC is necessary for public sector organisations to function effectively and efficiently			,Article has not blurp,"After an immensely informative and interactive session with delegates from the telecom industry across ASEAN, OpenGov Asia ventured to discuss the importance of an intel- driven security operations centre with executives from Indonesian public sector agencies.The session on 27 August witnessed a 100% attendance and a high level of interaction with the audience from Indonesia.The stage was set by Mohit Sagar, Group Managing Director and Editor-in-Chief at OpenGov Asia for the discussions at hand.Mohit began by highlighting the unpreparedness of individuals and organisations when they were hit by the pandemic.The magnitude of the hit was beyond anything people could have imagined and has made everyone push the boundaries in everything that needed to be done.Bad actors in the cybersecurity space are becoming more and more sophisticated making it inevitable for organisations to ensure their cybersecurity systems are robust and up to date with the latest technology.Mohit advised delegates to not just respond to and recover from the pandemic but also plan to thrive during these testing times. The key to that is empowering and educating our employees and to find the right partners.He also cautioned the delegates to not try and do everything in-house as it will cost more money and time. Since both are of the essence in the current scenario, a wise decision would be to collaborate with experts in the field.Mohit encouraged the delegates to create alliances with those who are already thinking ahead of time in the cybersecurity industry and can help organisations thrive in these times with suitable solutions.After Mohit, Genie Gan, Head of Public Affairs and Government relations APAC, Kaspersky came forward to share her insights. She began by stressing the crucial role that governments play in times of crises.Furthering the points highlighted by Mohit, Genie shared her observations of how the bad actors are capitalising on the chaos.She shared interesting facts about the security threat landscape in Indonesia during the last one year. Her data showed that there were more than 220 million cyber-attack attempts in Indonesia according to the National Cyber and encryption agency.Keeping in mind the state of affairs in the Indonesian cybersecurity landscape, Genie emphasised that digital defence is as critical as digital innovation for any government that is aiming to digitally transform the nation.She concluded by sharing a four-pronged approach to addressing cyber threats and validated each point with an example/ success story from the APAC region:After Genie, Dr Aswami Ariffin, SVP & Cyber Forensics Scientist, Cyber Security Response Services at Cyber Security Malaysia shared his learnings on the topic. He explained that with the new tech and applications being introduced, they have observed a heightened cyber risk through their threat intelligence. He also shared some current data that showed an overall rise in malware infections and that the botnet drone-count has gone up throughout 2019.Aswami further shared that as a national organisation they not only engage with both the public and the private sector to help establish a robust cyber defence system.The robust cyber defence system is backed up by a well-structured 6 step process that involves detection, preservation, eradication, forensics analysis, presentation and finally the takedown.He really highlighted the importance of collecting intelligence by analysing the three important factors in running a business: people, process and technology.Aswami urged the audience organisations to not just intake intelligence from outside parties but also set up their internal sensors and monitoring mechanisms. He gave the mantra of He concluded his presentation by emphasising the need for coordinated effort and strong information-sharing networks amongst organisations.After the informative presentation, the session got more interactive by way of polling questions for the audience.On the first question about their organisation’s biggest cybersecurity concern, the audience was almost equally divided among all four options given to them (25% for each).One of our delegates from a public sector agency reflected that they have carefully monitored the nature of cyber-attacks over the last two years. They found out that most of them come from targeted attacks by hackers outside the organisation, making them a bigger threat.On the next question regarding primary IT security spending the delegates again seemed equally divided among all four available options.Another senior IT executive from the audience shared that they voted for endpoint security as, in their experience, it is the most reliable and feasible strategy, especially in his organisation as everyone uses their own device and is responsible for it.On the final question about proactively planning to prevent cybersecurity attacks in future, a major chunk of delegates voted for deploying threat intelligence (36%).When asked the reason for choosing this specific option, one of the delegates shared that investing in threat intelligence if the best way to prevent cybersecurity attacks as it gives you updates about the latest cyber threats around us. It is important to allocate a fair amount of budget on this to stay safe ourselves and also advise our colleagues.After the engaging polling session, Leonard Sim, Head of Presales, APAC, Kaspersky addressed the delegates with closing remarks.Leonard shared with the audience the detailed process of how a SOC operates and that threat intelligence sits at the centre of the process. He also explained to the delegates how Kaspersky can help and support them in that process.He then thanked all the delegates for sharing their perspectives and engaging in discussion with each other. He also urged them to reach out to Kaspersky if they need any kind of support or assistance on their journey towards a robust security operations centre.",https://opengovasia.com/an-intelligence-driven-soc-is-necessary-for-public-sector-organisations-to-function-effectively-and-efficiently/,http://opengovasia.com/wp-content/uploads/2020/08/Kaspersky-Indo-.png
